Statistical profiling result from isolate-0x103000000-v8.log, (2732 ticks, 192 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%          LazyCompile: ~v4 /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/uuid/v4.js:4:12
      1  100.0%            LazyCompile: ~toSQL /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/knex/lib/raw.js:117:24
      1    1.4%    LazyCompile: ~FieldPacket.parse /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/mysql/lib/protocol/packets/FieldPacket.js:21:39
      1  100.0%      LazyCompile: ~Protocol._parsePacket /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/mysql/lib/protocol/Protocol.js:230:43
      1  100.0%        LazyCompile: ~write /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/mysql/lib/protocol/Parser.js:27:40
      1  100.0%          LazyCompile: ~Protocol.write /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/mysql/lib/protocol/Protocol.js:37:36
      1  100.0%            LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/mysql/lib/Connection.js:90:63
      1    1.4%    LazyCompile: ~FastBuffer buffer.js:37:14
      1  100.0%      LazyCompile: ~allocate buffer.js:281:18
      1  100.0%        LazyCompile: ~Buffer.allocUnsafe buffer.js:252:30
      1  100.0%          LazyCompile: ~tryCreateBuffer fs.js:524:25
      1  100.0%            LazyCompile: ~fs.readFileSync fs.js:548:27
      1    1.4%    LazyCompile: ~Async._drainQueue /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/async.js:129:39
      1  100.0%      LazyCompile: ~Async._drainQueues /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/async.js:142:41
      1  100.0%        LazyCompile: ~Async.drainQueues /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/async.js:16:33
      1  100.0%          LazyCompile: ~runCallback timers.js:802:21
      1  100.0%            LazyCompile: ~tryOnImmediate timers.js:763:24
      1    1.4%    LazyCompile: ~<anonymous> :10:11
      1  100.0%      LazyCompile: ~pug_interp :4:43
      1  100.0%        LazyCompile: ~<anonymous> :3:167
      1  100.0%          LazyCompile: ~template :3:18
      1  100.0%            LazyCompile: ~exports.renderFile /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug/lib/index.js:409:30
      1    1.4%    LazyCompile: *visit /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:251:18
      1  100.0%      LazyCompile: ~visitBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:364:23
      1  100.0%        LazyCompile: *visit /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:251:18
      1  100.0%          LazyCompile: ~visitConditional /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:686:29
      1  100.0%            LazyCompile: *visit /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:251:18
      1    1.4%    LazyCompile: *pp$7.finishOp /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2759:27
      1  100.0%      LazyCompile: *pp$7.readToken_plus_min /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2640:37
      1  100.0%        LazyCompile: *pp$7.getTokenFromCode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2686:35
      1  100.0%          LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1759:32
      1  100.0%            LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1713:38
      1    1.4%    LazyCompile: *pp$4.finishNode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:4433:28
      1  100.0%      LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3322:34
      1  100.0%        LazyCompile: *pp$3.parseParenAndDistinguishExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3794:52
      1  100.0%          LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3606:31
      1  100.0%            LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3490:37
      1    1.4%    LazyCompile: *pp$3.parseExprOp /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1648:30
      1  100.0%      LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1  100.0%        LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1  100.0%          LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1  100.0%            LazyCompile: ~pp$3.parseParenAndDistinguishExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1841:53
      1    1.4%    LazyCompile: *parse url.js:101:37
      1  100.0%      LazyCompile: ~urlParse url.js:93:18
      1  100.0%        LazyCompile: ~Request.init /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:141:35
      1  100.0%          LazyCompile: ~Request /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:93:18
      1  100.0%            LazyCompile: ~request /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/index.js:42:18
      1    1.4%    LazyCompile: *finishToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:888:57
      1  100.0%      LazyCompile: ~readWord /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:1509:51
      1  100.0%        LazyCompile: *next /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:682:43
      1  100.0%          LazyCompile: *eat /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:696:41
      1  100.0%            LazyCompile: ~pp.expect /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:1748:22
      1    1.4%    LazyCompile: *emit events.js:156:44
      1  100.0%      LazyCompile: ~endReadableNT _stream_readable.js:1059:23
      1  100.0%        LazyCompile: ~_combinedTickCallback internal/process/next_tick.js:129:33
      1  100.0%          LazyCompile: ~_tickCallback internal/process/next_tick.js:151:25
      1    1.4%    LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%      LazyCompile: ~base.ForInit /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:226:25
      1  100.0%        LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15
      1  100.0%          LazyCompile: ~base.ForStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:215:30
      1  100.0%            LazyCompile: *c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:40:15

     36    1.3%  StoreIC: A store IC from the snapshot
      4   11.1%    LazyCompile: ~init /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:517:39
      4  100.0%      LazyCompile: ~Tokenizer /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:673:21
      4  100.0%        LazyCompile: ~Parser /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:1563:18
      4  100.0%          LazyCompile: ~parseExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:7308:25
      4  100.0%            LazyCompile: ~isConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:317:20
      2    5.6%    LazyCompile: ~pp$7.finishToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2828:28
      2  100.0%      LazyCompile: *pp$7.getTokenFromCode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2942:33
      2  100.0%        LazyCompile: *pp$7.nextToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2715:26
      1   50.0%          LazyCompile: ~pp$7.next /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2676:21
      1  100.0%            LazyCompile: ~pp$3.parseIdent /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2429:27
      1   50.0%          LazyCompile: *isExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:67:26
      1  100.0%            LazyCompile: *callLexerFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1444:31
      2    5.6%    LazyCompile: *pp$5.finishNode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2270:29
      1   50.0%      LazyCompile: ~pp$3.parseLiteral /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1826:31
      1  100.0%        LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1759:32
      1  100.0%          LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1713:38
      1  100.0%            LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1   50.0%      LazyCompile: *pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:675:33
      1  100.0%        LazyCompile: *pp$1.parseBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:974:29
      1  100.0%          LazyCompile: ~pp$3.parseFunctionBody /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2094:36
      1  100.0%            LazyCompile: ~pp$1.parseFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1056:32
      2    5.6%    LazyCompile: *pp$5.finishNode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2537:27
      1   50.0%      LazyCompile: ~pp$3.parseLiteral /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2015:29
      1  100.0%        LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1931:30
      1  100.0%          LazyCompile: *pp$3.parseMaybeUnary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1828:32
      1  100.0%            LazyCompile: *pp$3.parseExprOp /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1802:28
      1   50.0%      LazyCompile: *pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:720:31
      1  100.0%        LazyCompile: *pp$1.parseBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1033:27
      1  100.0%          LazyCompile: *pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:720:31
      1  100.0%            LazyCompile: ~pp$1.parseFor /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1050:25
      1    2.8%    Script: ~<anonymous> _http_server.js:1:11
      1  100.0%      LazyCompile: ~NativeModule.compile bootstrap_node.js:588:44
      1  100.0%        LazyCompile: ~NativeModule.require bootstrap_node.js:520:34
      1  100.0%          Script: ~<anonymous> http.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile bootstrap_node.js:588:44
      1    2.8%    LazyCompile: ~tok /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:109:16
      1  100.0%      LazyCompile: ~each /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:950:17
      1  100.0%        LazyCompile: *callLexerFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1444:31
      1  100.0%          LazyCompile: *advance /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1465:20
      1  100.0%            LazyCompile: *lex /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:10:13
      1    2.8%    LazyCompile: ~readableAddChunk _stream_readable.js:216:26
      1  100.0%      LazyCompile: ~Readable.push _stream_readable.js:191:35
      1  100.0%        LazyCompile: ~onread net.js:579:16
      1    2.8%    LazyCompile: ~pp$7.finishToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2572:30
      1  100.0%      LazyCompile: ~pp$7.getTokenFromCode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2686:35
      1  100.0%        LazyCompile: ~pp$7.readToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2471:28
      1  100.0%          LazyCompile: ~pp$7.nextToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2459:28
      1  100.0%            LazyCompile: ~pp$7.next /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2405:23
      1    2.8%    LazyCompile: ~pp$7.finishToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2828:28
      1  100.0%      LazyCompile: ~pp$7.getTokenFromCode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2942:33
      1  100.0%        LazyCompile: ~pp$7.readToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2727:26
      1  100.0%          LazyCompile: ~pp$7.nextToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2715:26
      1  100.0%            LazyCompile: ~pp$7.next /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2676:21
      1    2.8%    LazyCompile: ~pp$3.parseLiteral /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1826:31
      1  100.0%      LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1759:32
      1  100.0%        LazyCompile: *pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1713:38
      1  100.0%          LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1  100.0%            LazyCompile: ~pp$3.parseExprList /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2146:32
      1    2.8%    LazyCompile: ~pp$3.initFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2270:29
      1  100.0%      LazyCompile: ~pp$1.parseFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1109:30
      1  100.0%        LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1931:30
      1  100.0%          LazyCompile: *pp$3.parseMaybeUnary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1828:32
      1  100.0%            LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1735:33
      1    2.8%    LazyCompile: ~pp$3.buildBinary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:1818:28
      1  100.0%      LazyCompile: ~pp$3.parseExprOp /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:1802:28
      1  100.0%        LazyCompile: ~pp$3.parseExprOps /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:1789:29
      1  100.0%          LazyCompile: ~pp$3.parseMaybeConditional /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:1772:38
      1  100.0%            LazyCompile: ~pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:1735:33
      1    2.8%    LazyCompile: ~pp$3.buildBinary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1664:30
      1  100.0%      LazyCompile: *pp$3.parseExprOp /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1648:30
      1  100.0%        LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1  100.0%          LazyCompile: *pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:675:33
      1  100.0%            LazyCompile: ~pp$1.parseBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:974:29
      1    2.8%    LazyCompile: ~pp$3.buildBinary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1818:28
      1  100.0%      LazyCompile: ~pp$3.parseExprOp /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1802:28
      1  100.0%        LazyCompile: ~pp$3.parseExprOps /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1789:29
      1  100.0%          LazyCompile: ~pp$3.parseMaybeConditional /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1772:38
      1  100.0%            LazyCompile: ~pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1735:33
      1    2.8%    LazyCompile: ~pp$1.parseFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1109:30
      1  100.0%      LazyCompile: *pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1931:30
      1  100.0%        LazyCompile: *pp$3.parseMaybeUnary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1828:32
      1  100.0%          LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1735:33
      1  100.0%            LazyCompile: *pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1735:33
      1    2.8%    LazyCompile: ~parseTag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1034:21
      1  100.0%      LazyCompile: ~parseExpr /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:205:22
      1  100.0%        LazyCompile: ~block /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:987:18
      1  100.0%          LazyCompile: ~tag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1056:16
      1  100.0%            LazyCompile: ~parseTag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1034:21
      1    2.8%    LazyCompile: ~nextToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:753:53
      1  100.0%      LazyCompile: ~next /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:682:43
      1  100.0%        LazyCompile: ~pp$3.parseLiteral /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3775:30
      1  100.0%          LazyCompile: ~pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3606:31
      1  100.0%            LazyCompile: ~pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3490:37
      1    2.8%    LazyCompile: ~lookup dns.js:122:16
      1  100.0%      LazyCompile: ~<anonymous> net.js:1086:61
      1  100.0%        LazyCompile: ~defaultTriggerAsyncIdScope internal/async_hooks.js:276:36
      1  100.0%          LazyCompile: ~createSocket _http_agent.js:196:53
      1  100.0%            LazyCompile: ~addRequest _http_agent.js:138:49
      1    2.8%    LazyCompile: ~handle /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express/lib/router/index.js:136:31
      1  100.0%      LazyCompile: ~handle /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express/lib/application.js:158:29
      1  100.0%        LazyCompile: ~app /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express/lib/express.js:38:21
      1  100.0%          LazyCompile: ~emitTwo events.js:124:17
      1  100.0%            LazyCompile: *emit events.js:156:44
      1    2.8%    LazyCompile: ~findGlobals /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/index.js:30:21
      1  100.0%      LazyCompile: ~addWith /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/with/index.js:24:17
      1  100.0%        LazyCompile: ~compile /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:106:20
      1  100.0%          LazyCompile: ~generateCode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:31:22
      1  100.0%            LazyCompile: ~compileBody /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug/lib/index.js:81:21
      1    2.8%    LazyCompile: ~end _http_outgoing.js:723:45
      1  100.0%      LazyCompile: ~writeend /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express-session/index.js:259:24
      1  100.0%        LazyCompile: ~onsave /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express-session/index.js:330:41
      1  100.0%          LazyCompile: ~successAdapter /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/nodeify.js:18:24
      1  100.0%            LazyCompile: ~Promise._settlePromise /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/promise.js:542:44
      1    2.8%    LazyCompile: ~emitReadable _stream_readable.js:498:22
      1  100.0%      LazyCompile: ~onEofChunk _stream_readable.js:480:20
      1  100.0%        LazyCompile: ~readableAddChunk _stream_readable.js:216:26
      1  100.0%          LazyCompile: ~Readable.push _stream_readable.js:191:35
      1  100.0%            LazyCompile: ~parserOnMessageComplete _http_common.js:136:33
      1    2.8%    LazyCompile: ~clearBuffer _stream_writable.js:479:21
      1  100.0%      LazyCompile: ~Writable.uncork _stream_writable.js:302:37
      1  100.0%        LazyCompile: ~connectionCorkNT _http_outgoing.js:681:26
      1  100.0%          LazyCompile: *_tickCallback internal/process/next_tick.js:151:25
      1    2.8%    LazyCompile: ~Target.(anonymous function) /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/knex/lib/interface.js:92:41
      1  100.0%      LazyCompile: ~<anonymous> /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/connect-session-knex/index.js:303:36
      1  100.0%        LazyCompile: ~Promise._settlePromiseFromHandler /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/promise.js:496:56
      1  100.0%          LazyCompile: ~Promise._settlePromise /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/promise.js:542:44
      1  100.0%            LazyCompile: ~Promise._settlePromiseCtx /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/promise.js:605:47
      1    2.8%    LazyCompile: ~Redirect /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/lib/redirect.js:6:19
      1  100.0%      LazyCompile: ~Request /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:93:18
      1  100.0%        LazyCompile: ~request /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/index.js:42:18
      1  100.0%          LazyCompile: ~fn internal/util.js:227:14
      1  100.0%            LazyCompile: ~module.exports /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/servers/web/lib/httpClient.js:5:18
      1    2.8%    LazyCompile: ~Node /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2501:25
      1  100.0%      LazyCompile: ~pp$5.startNodeAt /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2521:28
      1  100.0%        LazyCompile: ~pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1735:33
